employee_id,gender_binary,Cad Count,Complaints Count Sus,Complaints Count,Highest Rank,Io Report Count,Dollars Earned (Gross),Certifications Count,Unit Count,Military Experience,Hours Worked,Max. Comp. Rate,Promotion Count,American Indian/Alaska Native,Asian,Black or African American,Hispanic or Latino,Nat Hawaiian/Oth Pac Islander,Two or More Races,Unknown,White,Last Pay Year,Year of Birth
14386,0,3029,4,7,12,280,2229457.96,4,4,0,31503.75,108.9,2,0,0,0,0,0,0,0,1,2024,1973
13561,0,8221,5,7,7,797,876021.68,0,3,0,17166.84,97.72,2,0,0,0,0,0,0,0,1,2020,1967
17273,0,5800,3,4,11,643,1685476.15,4,7,0,27068.75,105.72,3,1,0,0,0,0,0,0,0,2024,1969
14214,0,3105,0,0,6,397,1742297.99,3,1,0,29603,97.72,1,0,0,0,0,0,0,0,1,2024,1963
15769,0,9973,7,10,4,1798,938268.41,0,2,0,18189.25,99.02,0,0,0,0,0,0,1,0,0,2021,1965
13181,0,2319,1,2,4,281,1033887.31,0,3,0,19974.75,97.72,0,0,0,0,0,0,0,0,1,2022,1968
15905,0,4851,1,4,12,1113,1240405.7,0,6,0,20823.5,92.805,4,0,0,0,0,0,0,0,1,2021,1978
15367,0,5363,3,4,6,1113,805944.05,0,8,0,25734.71,69.09,4,0,0,1,0,0,0,0,0,2024,1971
15926,0,484,2,3,6,189,1504310.13,2,6,1,37712.2,95.54,0,0,0,0,0,0,0,1,0,2024,1972
15090,0,3002,3,7,12,378,1862429.45,4,8,0,32312.25,93.36,5,0,0,0,0,0,0,0,1,2024,1972
15135,0,37,0,0,6,21,873038.11,0,1,0,16816.75,71.655,0,0,0,0,0,0,0,0,1,2019,1978
15756,0,1335,0,1,8,138,1469385.92,0,4,0,24983,107.4,0,0,0,0,0,0,0,1,0,2021,1966
16345,0,19620,1,4,5,1830,1387811.97,5,3,0,25223.75,75.28,1,0,0,0,0,0,0,0,1,2024,1969
15594,0,1157,1,1,6,316,836186.07,0,1,0,16331,71.655,1,0,0,0,0,0,0,0,1,2019,1974
16540,0,4990,5,11,11,455,1450671.66,0,3,0,24587.95,95.54,4,0,0,0,0,0,0,0,1,2021,1977
17092,0,2720,2,2,4,148,570343.13,0,2,0,11370.25,74.265,0,0,0,0,0,0,0,0,1,2017,1969
13496,0,10070,10,13,12,1403,1576908.6,5,9,0,25190.5,94.76,3,0,0,0,0,0,0,1,0,2024,1976
14805,0,2817,1,3,4,304,323212.01,0,4,0,8119.5,47.69,4,0,0,0,0,0,0,0,1,2020,1982
16168,0,10279,8,10,8,773,1584136.69,4,5,0,25909.5,86.63,3,0,0,0,0,0,1,0,0,2024,1973
17924,0,15122,14,18,7,865,1392439.26,2,4,0,25490.5,75.345,1,0,0,0,0,0,0,0,1,2024,1973
12774,0,591,10,11,2,108,93667.37,0,0,0,2900.5,53.34,0,0,0,1,0,0,0,0,0,2015,1984
14220,0,12203,7,19,8,649,1683363.11,4,5,1,28632.25,93.36,4,0,0,0,0,0,0,0,1,2024,1975
16226,0,8698,1,3,10,697,1728278.81,2,7,0,30028.28,84,5,0,0,0,0,0,0,0,1,2024,1971
17931,0,7510,4,8,4,407,2093171.63,3,4,0,34633.5,94.66,0,0,0,0,0,0,0,0,1,2024,1964
16324,0,3015,2,2,4,356,59472.38,0,1,0,4954,65.025,0,0,0,0,0,0,0,0,1,2015,1972
12953,0,782,0,0,8,30,1417199.16,0,4,1,24965.5,100.76,2,0,0,0,0,0,0,0,1,2023,1968
17503,0,8,0,1,4,60,1392794.32,0,2,0,25596,92.94,0,0,0,0,0,0,0,0,1,2023,1973
15119,0,606,0,2,6,99,1581243.36,3,5,0,28202.25,93.36,1,0,0,0,0,0,0,0,1,2024,1977
16021,0,7336,2,4,4,1140,1676951.72,5,4,0,46096.93,76.215,0,0,0,0,0,0,0,1,0,2024,1979
14036,0,9859,5,9,4,1313,898151.1,0,5,1,18326.5,73.29,0,0,0,0,0,0,0,0,1,2020,1969
17653,0,9395,2,2,7,1311,1562907.61,5,7,0,27214,97.72,1,0,0,0,0,0,0,0,1,2024,1970
12692,0,8452,9,17,8,847,1942743.94,5,6,0,39709.07,107.4,0,0,0,0,0,0,0,0,1,2024,1971
15692,0,1082,16,27,4,21,1794925.55,5,3,1,31278.8,99.02,0,0,0,0,0,0,0,0,1,2024,1975
14263,0,488,4,5,6,178,1567008.67,3,2,0,29777.02,88.7,0,0,0,0,0,0,0,0,1,2024,1975
13197,0,7709,2,3,4,529,390049.37,0,2,0,7555,93.36,0,0,0,0,0,0,0,0,1,2015,1961
16108,0,7377,6,7,4,1135,553366.51,0,1,0,11706.25,73.29,0,0,0,0,0,0,0,0,1,2018,1949
16769,1,7087,1,2,6,838,1445995.13,4,6,0,27663,95.54,2,0,0,0,0,0,0,0,1,2024,1970
13048,0,10674,3,4,4,1880,997226.46,0,2,0,19167.5,73.29,0,0,0,1,0,0,0,0,0,2021,1970
17337,1,3862,1,1,6,739,1227152.72,0,3,0,25925.8,95.54,0,0,0,0,1,0,0,0,0,2022,1969
12803,0,3682,10,16,10,165,1713200.01,4,5,0,28481.25,103.24,2,0,0,0,0,0,0,0,1,2024,1971
14051,0,17501,0,1,4,1190,1947731.79,2,3,0,32070,76.25,0,0,0,0,0,0,0,0,1,2024,1972
14741,0,29610,4,13,4,1196,2169978.83,4,2,0,34886.5,75.28,0,0,0,0,1,0,0,0,0,2024,1971
13444,0,11707,12,19,8,963,1447654.99,2,3,1,26536.25,99.02,3,0,0,0,0,0,0,0,1,2024,1978
13652,0,14088,1,2,4,1843,1364846.86,0,5,0,24840,97.72,0,0,0,0,0,0,0,0,1,2024,1973
14164,0,2845,0,0,5,734,1348759.71,1,3,0,24979.48,88.7,1,0,0,0,0,0,0,0,1,2024,1972
14718,0,738,4,5,4,44,1773309.09,6,1,0,31997.35,94.66,0,0,0,0,1,0,0,0,0,2024,1978
16268,0,5016,3,7,14,635,1920041.63,2,2,0,26632,106.65,3,0,0,0,0,0,0,0,1,2024,1979
17759,0,51,1,1,6,1,716138.41,0,1,0,16624.5,95.54,0,0,0,0,0,0,1,0,0,2019,1968
17364,0,2078,2,4,12,317,1602061.06,0,5,0,31305.37,93.36,5,0,0,1,0,0,0,0,0,2023,1971
16591,0,692,0,1,5,1,1645300.95,5,4,0,29516.3,89.94,1,0,0,0,0,0,0,0,1,2024,1975
17772,0,2039,1,1,9,317,1839201.86,2,3,1,47643.74,95.54,2,0,0,0,0,0,1,0,0,2024,1976
18205,0,8827,5,9,4,962,1449843.94,3,4,0,27366.75,93.36,0,0,0,0,0,0,0,0,1,2024,1975
17991,0,10551,7,9,8,1115,1798444.13,5,4,0,28683.75,86.63,5,0,0,0,0,0,0,0,1,2024,1976
15851,0,3980,0,1,12,540,1636372.2,5,6,1,28753.5,86.5,1,0,0,0,0,0,0,1,0,2024,1973
15913,1,1710,0,0,6,414,1456339.26,2,6,0,27012.75,92.08,0,0,0,0,0,0,0,0,1,2024,1977
16137,1,6431,2,2,6,1370,1396094,4,7,0,34247.03,73,4,0,0,0,0,0,0,0,1,2024,1981
16845,0,5660,3,14,6,637,1492101.1,3,5,0,27603.85,95.54,2,0,0,0,0,0,0,1,0,2024,1976
14504,0,666,0,2,6,289,633881.53,0,1,0,12256.75,93.82,1,0,1,0,0,0,0,0,0,2017,1979
17965,1,13188,5,13,4,1140,1206661.93,5,3,1,22233.7,75.6,0,0,0,0,0,0,0,0,1,2024,1982
13405,0,2169,0,1,4,257,1548620.73,1,2,0,28116.75,93.36,0,0,0,0,0,0,0,0,1,2024,1978
14922,0,9208,3,15,13,688,1685188.26,4,8,0,27743.12,93.82,4,0,0,0,0,0,0,0,1,2024,1982
16864,0,6591,4,4,6,1242,799146.27,0,5,0,16351.5,93.36,2,0,0,0,0,0,0,1,0,2020,1979
16264,0,20397,3,4,4,843,2062549.99,4,4,0,34126.25,89.9,0,0,0,0,1,0,0,0,0,2024,1976
16887,0,16361,5,8,4,1768,1374299.09,5,1,0,25457.25,74.63,0,0,0,0,0,0,0,0,1,2024,1972
14244,0,14540,18,21,5,1244,1739927.76,4,4,0,30257.02,93.36,3,0,0,0,0,0,0,0,1,2024,1964
18019,0,19071,7,9,4,2541,2204483.05,5,2,0,35288.25,74.63,0,0,0,0,0,0,0,0,1,2024,1973
15866,0,2185,0,0,4,241,1028797.81,0,2,0,19142.5,96.4,0,0,0,0,1,0,0,0,0,2020,1975
15125,0,16362,13,15,4,2174,1572947.21,4,9,0,28224,74.63,0,0,0,0,0,0,0,0,1,2024,1973
14221,1,6726,8,12,14,845,1918011.82,4,6,0,26177.25,124.184,3,0,0,0,0,0,0,0,1,2024,1962
15966,0,4923,0,1,4,313,1365849.38,2,3,0,25278.85,93.36,0,0,0,0,0,0,0,0,1,2024,1971
16262,0,3946,9,11,10,325,1617749.36,5,5,0,27976.25,93.82,4,0,0,0,0,0,0,0,1,2024,1978
16883,0,5857,6,14,10,688,1879544.51,4,4,0,31482.5,107.9,2,0,0,0,0,0,0,0,1,2024,1963
18102,0,10978,2,2,6,1209,845778.63,0,3,0,17083,93.36,2,0,0,0,0,0,0,0,1,2020,1979
13717,0,8114,1,2,6,638,2097657.35,3,3,0,43469.94,74.96,1,0,0,0,0,0,0,1,0,2024,1981
14973,0,5717,1,1,9,644,1514759.96,4,5,0,28639.15,82.13,3,0,0,0,0,0,1,0,0,2024,1984
12741,0,12222,1,5,7,920,1631147.86,3,7,0,30370.27,93.36,3,0,0,0,0,0,0,0,1,2024,1979
15012,0,3455,0,5,6,459,1482022.75,4,4,0,27924.38,71.7,3,0,0,0,0,0,0,0,1,2024,1974
17100,0,5768,4,13,7,504,1679790.93,3,4,0,29589.21,75.6,1,0,0,0,0,0,0,0,1,2024,1982
14719,0,7438,4,4,4,1319,292424.79,0,2,0,6454.75,70.02,0,0,0,0,0,0,0,0,1,2015,1971
15056,0,4025,2,5,10,18,1349171.08,3,6,0,24313.3,94.66,4,0,0,0,0,0,0,0,1,2024,1978
15076,1,7992,0,2,13,651,1314275.59,0,5,0,20960.75,89.07,3,0,0,0,0,0,0,0,1,2022,1977
14330,0,2211,0,1,10,169,1258312.32,0,6,0,25299,93.36,4,0,0,1,0,0,0,0,0,2023,1973
16130,0,2874,0,0,9,243,934310.9,0,2,0,18146.75,93.36,2,0,0,0,0,0,0,0,1,2020,1974
17121,0,9508,21,31,8,547,1725196.21,4,6,1,30414.4,80.87,2,0,0,0,0,1,0,0,0,2024,1978
13311,0,8353,7,8,4,1141,1166428.31,0,5,0,25551.25,70.02,0,0,0,0,0,0,1,0,0,2024,1969
14814,0,7930,1,4,4,798,1752250.89,5,2,0,29573.5,76.91,0,0,0,0,0,0,0,0,1,2024,1973
16710,1,12178,3,6,7,844,1124802.82,3,3,0,25732.84,74.63,3,0,0,0,0,0,0,0,1,2024,1973
14467,0,4195,2,8,4,361,1794409.9,6,3,0,32324.02,96.1,0,0,0,0,0,0,0,0,1,2024,1979
13720,0,8486,1,3,4,793,504868.64,0,2,0,11129.25,72.075,0,1,0,0,0,0,0,0,0,2018,1970
15191,0,5268,4,5,12,303,1899407.05,3,6,0,30184.48,83.31,5,0,0,1,0,0,0,0,0,2024,1971
15939,0,4097,1,5,12,391,1476156.81,4,5,0,26263.75,93.82,4,0,0,0,0,0,0,0,1,2024,1979
16033,1,1753,2,2,5,459,1604611.85,3,4,0,40252.8,95.54,0,0,0,0,1,0,0,0,0,2024,1972
16932,0,20795,2,2,7,642,1992675.32,5,5,0,33129.75,74.63,2,0,0,0,0,0,0,0,1,2024,1967
14114,0,17,0,0,4,1,1439930.42,0,5,0,26739.25,93.36,0,0,0,0,0,0,0,1,0,2024,1962
15085,0,8046,4,4,8,976,1204523.28,0,7,0,22149.5,85.4,3,0,0,0,0,0,0,1,0,2022,1968
14238,0,3734,3,7,10,334,1562654.47,4,7,0,26811.95,93.82,3,0,0,0,0,0,0,0,1,2024,1977
13992,0,5713,5,7,4,1409,383153.89,0,1,0,8402.5,67.425,0,0,0,1,0,0,0,0,0,2016,1976
14034,0,4124,4,10,5,656,1777916.53,6,2,0,30757.7,95.54,2,0,0,0,0,0,0,0,1,2024,1978
18067,0,6063,0,4,11,450,1923681.46,3,4,0,29289,89.9,2,0,0,0,0,0,0,0,1,2024,1968
16724,0,5139,0,1,6,958,1608690.58,3,4,0,37221.5,92.94,1,0,0,1,0,0,0,0,0,2024,1979
14990,0,4260,1,2,12,471,1565730.11,3,9,0,25227.5,94.76,5,0,0,0,1,0,0,0,0,2024,1971
18329,0,1603,0,0,6,270,1685870.45,3,2,0,30011.75,95.54,1,0,0,0,0,0,0,0,1,2024,1983
16648,0,14333,5,9,4,1864,1425618.47,3,2,0,25944,75.6,0,0,0,0,0,0,0,0,1,2024,1970
16652,0,5030,0,0,4,668,256495.22,0,1,0,5480,89.9,0,0,0,0,0,0,0,0,1,2015,1972
18260,0,17327,1,6,5,2394,1476608.06,3,4,1,27483.3,74.63,2,0,0,0,0,0,0,0,1,2024,1981
14918,0,1303,3,3,6,118,1651188.37,3,2,0,31494.65,94.66,2,0,0,0,0,0,0,1,0,2024,1981
15792,0,4164,1,1,4,754,908626.06,0,3,1,22106.75,85.4,0,0,0,0,0,0,0,1,0,2024,1969
14451,1,6350,2,5,12,751,1622597.08,2,4,0,25168.95,94.76,6,0,0,0,0,0,0,0,1,2024,1974
14377,0,8233,11,15,5,979,1396945.64,5,7,0,28725.98,75.6,1,0,0,0,0,0,0,0,1,2024,1980
15570,0,9708,5,8,6,892,982608.29,0,5,0,19503,93.36,3,0,0,0,0,0,0,0,1,2020,1974
15715,0,9023,3,3,6,1302,1137899.11,0,7,0,27148.25,93.36,1,0,0,0,0,0,0,0,1,2023,1973
16028,0,18764,8,9,7,2718,1505580.64,4,4,0,27828.25,85.4,1,0,0,0,0,0,0,0,1,2024,1961
12922,1,2563,1,2,6,369,1458236.47,4,4,0,35600.61,93.82,0,0,0,0,0,0,0,0,1,2024,1974
14478,0,12053,3,8,4,1877,1363518.85,4,1,0,25098.25,75.6,0,0,0,0,0,0,0,0,1,2024,1979
18272,0,2328,2,4,16,336,1890600.52,4,5,1,27910.1,136.261,6,0,0,0,0,0,0,0,1,2024,1977
14008,0,19133,10,16,8,1453,1413382.55,4,3,0,25137,85.88,3,0,0,0,0,0,0,0,1,2024,1971
18101,0,23292,1,2,4,901,1499303.84,5,3,0,27559.25,74.63,0,0,1,0,0,0,0,0,0,2024,1976
17833,0,13042,11,15,4,2561,1269213.14,3,2,0,24087.5,89.9,0,0,0,0,0,0,0,1,0,2024,1976
14541,0,9110,6,19,8,1010,1801011.48,6,6,0,30661.35,87,3,0,0,0,0,0,0,0,1,2024,1983
14963,0,1589,3,3,4,262,1696334.73,5,1,0,31361.65,94.66,0,0,0,0,0,0,0,0,1,2024,1979
16658,0,541,0,2,6,257,1784139.57,3,2,0,31231,93.82,0,0,0,0,0,0,0,1,0,2024,1970
16911,0,13475,0,2,11,1099,1981808.18,4,4,0,29438,89.07,1,0,0,1,0,0,0,0,0,2024,1973
17982,0,773,0,0,4,163,458365.66,0,1,0,9550.25,86.64,0,0,0,0,0,0,0,0,1,2016,1968
16602,1,2631,0,0,6,1333,1332960.23,4,3,0,24933,93.82,0,0,0,0,0,0,0,0,1,2024,1976
14040,0,11867,1,1,9,1898,1471722.01,4,8,0,27135.75,93.36,5,0,0,0,0,0,0,0,1,2024,1978
14804,0,16652,4,7,7,1196,1436442.18,4,5,1,26743.75,93.36,1,0,0,0,0,0,0,0,1,2024,1977
12689,0,4936,4,8,7,767,1563560.55,5,4,0,28252,74.63,1,0,0,0,0,0,0,0,1,2024,1978
14063,0,12083,3,4,4,1074,1144151.86,0,4,0,22078.1,70.02,0,0,0,0,0,0,0,0,1,2021,1969
17528,0,1560,2,3,6,372,1503205.18,3,1,0,27286.46,95.54,1,0,0,0,0,0,0,1,0,2024,1984
18075,0,5379,3,4,4,851,1369677.98,4,8,0,26116.6,95.54,0,0,0,0,0,0,0,0,1,2024,1976
15112,1,5892,5,6,8,470,2360119.1,3,2,0,34199.75,107.4,1,0,0,0,0,0,0,0,1,2024,1966
17697,0,6129,4,5,8,984,1621061.5,4,5,0,32093.38,78.99,5,0,0,0,0,0,0,0,1,2024,1979
16950,0,14739,6,14,10,1192,1365028.98,2,5,1,28539.59,85.88,6,0,0,0,0,0,0,0,1,2024,1981
17628,0,3080,2,2,12,244,1207921.97,0,4,0,20980.55,96.74,2,0,0,0,0,0,0,0,1,2022,1970
14005,1,13130,18,28,4,1235,857731.3,0,3,0,17109.75,93.36,0,0,0,0,0,0,0,0,1,2020,1979
13056,0,7694,2,5,8,932,1535356.16,5,4,0,26987.5,85.88,2,0,0,0,0,0,0,0,1,2024,1979
17213,0,14515,4,7,4,1433,1622837.58,4,3,0,28830.25,74.63,0,0,0,0,0,0,0,0,1,2024,1979
17873,0,10180,1,4,8,1401,1940741.22,1,2,0,30264.25,81.75,1,0,0,0,0,0,0,0,1,2024,1963
16067,0,9269,5,9,9,862,1471495.02,4,5,0,30087.5,93.36,6,0,0,0,1,0,0,0,0,2024,1976
14539,0,15884,12,18,4,1826,1507489.28,2,2,0,29106.25,74.63,0,0,0,0,0,0,0,0,1,2024,1970
13412,0,18810,11,16,4,1908,2126591.8,5,3,0,34372.77,74.63,0,0,1,0,0,0,0,0,0,2024,1978
12840,0,6361,0,0,4,1129,385499.39,0,1,0,8435,70.02,0,0,0,0,0,0,0,0,1,2016,1979
12965,0,6228,1,2,8,591,1536390.26,6,5,0,30617.7,93.36,1,0,0,0,0,0,0,0,1,2024,1974
15525,0,6367,3,4,7,468,888864.54,0,4,0,17709.5,96.1,2,0,0,0,0,0,0,0,1,2020,1978
13545,0,2530,0,2,8,353,1628580.9,5,3,0,30683.94,94.66,1,0,0,0,0,0,0,0,1,2024,1982
14631,0,10667,4,7,7,1545,1030336.94,0,4,0,20140.75,91.64,1,0,1,0,0,0,0,0,0,2021,1982
14667,0,7397,2,2,8,522,1456730.11,4,5,0,25894.25,93.36,4,0,0,0,0,0,0,0,1,2024,1983
18100,0,3489,3,4,5,482,843200.09,0,3,0,19776.75,73.95,1,0,0,0,0,0,0,0,1,2022,1978
13915,0,7154,13,16,6,763,1473000.08,4,6,1,44543.35,85.4,2,0,0,0,0,0,0,0,1,2024,1979
17026,0,5184,3,4,4,411,456522.86,0,3,0,19782.75,89.9,0,0,0,0,0,0,0,0,1,2022,1976
13711,1,7297,4,6,6,1082,1391532.71,1,7,0,26154,71.7,1,0,0,0,0,0,0,0,1,2024,1982
15619,0,16311,20,34,5,2028,1818465.03,6,4,0,31767.25,93.36,1,0,0,0,0,0,0,0,1,2024,1977
15433,0,14898,8,26,8,655,1915149.02,7,4,0,31992,93.36,1,0,0,0,0,0,0,0,1,2024,1984
17826,0,17980,5,7,5,2978,1363397.89,2,2,1,25420,74.63,1,0,0,0,0,0,0,1,0,2024,1972
17330,0,6851,5,8,8,842,2053683.29,4,6,0,31523.98,89.07,2,0,1,0,0,0,0,0,0,2024,1978
14186,0,10464,3,6,8,602,1408312.46,2,4,0,26799.75,92.64,4,0,0,0,0,0,0,0,1,2024,1978
17955,0,10003,5,12,12,1448,1487908.17,5,3,0,25940,83.74,3,0,0,0,0,0,0,0,1,2024,1982
15384,0,14872,6,7,7,1399,1356677.51,5,2,0,25700,70.02,2,0,0,0,0,0,0,0,1,2024,1976
17815,0,5533,1,2,10,720,1426500.36,2,7,0,28245.65,93.82,2,0,0,0,0,0,0,0,1,2024,1976
15418,1,6958,3,8,6,896,1311297.64,2,6,0,26584.62,93.82,1,0,0,0,0,0,0,0,1,2024,1982
13789,1,4262,2,2,4,711,587151.01,0,1,0,12515.25,69.705,0,0,1,0,0,0,0,0,0,2018,1981
14423,1,6721,2,5,11,1476,1654935.07,4,8,0,27306.75,107.9,6,0,0,0,0,0,0,0,1,2024,1979
12845,0,12153,9,17,8,1739,1296011.59,3,9,0,24166.2,93.82,3,0,0,0,0,0,0,0,1,2024,1968
14648,0,7160,7,10,4,722,1704566.9,4,5,0,30163.1,93.36,0,0,1,0,0,0,0,0,0,2024,1974
14015,0,9539,0,2,4,1044,1900002.5,4,5,0,32469.95,76.91,0,0,0,0,0,0,0,0,1,2024,1980
18261,0,10262,2,2,5,1608,1877866.4,5,4,0,33239.72,73.33,1,0,1,0,0,0,0,0,0,2024,1980
16599,0,10689,4,7,8,1071,1492687.6,4,4,0,26206.3,85.88,5,0,0,0,0,0,0,0,1,2024,1980
18108,0,7514,0,0,4,1347,911362.97,0,4,0,18099,93.82,0,0,0,0,0,0,0,0,1,2020,1981
14480,0,12359,16,32,8,1456,1537116.74,4,6,0,26484.5,85.88,3,0,0,0,0,0,0,0,1,2024,1980
17177,0,4326,2,5,4,390,476752.19,6,4,0,11285.75,62.17,3,0,0,0,0,0,0,0,1,2024,1988
13976,0,12865,1,1,4,1583,988281.02,0,3,0,19390.5,89.9,0,0,0,0,0,0,0,0,1,2020,1967
15626,0,17223,1,7,8,1126,1384075.82,3,7,0,25948,85.88,2,0,0,0,0,0,0,0,1,2024,1980
15883,0,5883,4,4,6,761,788312.61,0,4,0,17742,93.82,1,0,0,0,0,0,0,0,1,2020,1981
14709,0,22990,1,16,4,4161,1333505.46,4,2,0,25917.75,74.63,0,0,0,0,0,0,0,1,0,2024,1971
14132,0,8330,3,9,6,1117,1200097.74,0,4,0,27373.45,71.7,1,0,0,0,0,0,0,0,1,2024,1968
17899,1,5732,0,0,4,891,357802.99,0,4,0,10182.45,93.8,0,0,0,0,0,0,0,0,1,2016,1980
17387,0,9214,2,3,4,1090,1665582.97,5,2,1,32659.5,94.66,0,0,0,0,0,0,0,0,1,2024,1980
14637,0,6416,5,14,6,683,1332843.62,2,7,1,29068.59,71.7,3,1,0,0,0,0,0,0,0,2024,1983
16812,0,6887,3,3,4,607,1551165.13,3,3,0,29672.07,93.36,0,0,0,0,0,0,0,0,1,2024,1977
18152,0,7427,0,3,4,699,623201.49,0,4,0,13260.85,53.5,3,0,0,1,0,0,0,0,0,2024,1988
12836,0,9970,5,9,12,1094,1457820.25,4,7,0,25665.15,85.65,4,0,0,0,0,0,0,0,1,2024,1977
14747,0,13278,0,2,4,1704,755537.05,0,5,0,19644.5,83.74,0,0,0,0,0,0,0,0,1,2021,1975
13536,0,11532,4,4,4,1518,1307404.26,6,2,0,24816,74.63,0,0,0,0,0,0,0,0,1,2024,1984
13981,0,5563,3,4,8,593,1635421.52,5,4,0,32262.5,91.2,2,0,0,0,0,0,0,0,1,2024,1981
12962,0,7724,3,4,8,725,1783111.2,5,4,0,33097.3,91.2,1,0,0,0,0,0,0,0,1,2024,1983
16451,0,11129,7,11,7,741,907294.28,0,3,0,18438.29,89.9,1,0,0,0,1,0,0,0,0,2020,1972
17287,0,16140,9,22,4,2090,1373936.07,6,4,0,25758.5,74.63,0,0,0,0,0,0,0,0,1,2024,1976
16829,0,7556,2,3,4,872,319009.98,0,1,1,6959.75,67.425,0,0,1,0,0,0,0,0,0,2015,1972
14881,0,2502,0,0,9,616,1009485.5,0,1,0,19913.25,93.82,1,0,0,0,1,0,0,0,0,2022,1974
14850,0,1175,0,0,4,137,150286.99,2,4,0,3673,54.69,3,0,0,0,1,0,0,0,0,2024,1992
14110,0,5841,1,1,6,909,1089175.42,0,4,0,21332.5,88.16,1,0,0,0,0,0,1,0,0,2022,1981
13019,1,5400,0,0,6,1170,1407595.72,4,7,1,27060.9,92.08,1,0,0,0,0,0,0,0,1,2024,1980
16927,1,10464,1,1,6,1935,891583.79,0,3,0,18692.75,71.655,1,0,0,0,0,0,0,1,0,2021,1985
15873,0,16591,1,5,7,1960,1503666.3,5,5,0,27635.5,74.63,1,0,0,0,0,0,0,0,1,2024,1973
17510,0,6234,15,19,12,645,1324056.66,3,8,0,24660.5,94.76,3,0,0,0,0,0,0,0,1,2024,1985
15219,0,14181,7,17,7,1430,1555934.22,5,6,1,29124,89.9,4,0,0,0,0,0,0,0,1,2024,1973
13812,1,5242,0,0,4,620,363699.29,0,1,0,7872.5,89.9,0,0,0,0,0,0,0,0,1,2016,1984
18297,1,15996,5,14,5,1914,1241658.42,5,6,0,25355.75,88.16,2,0,0,0,0,0,0,0,1,2024,1983
17020,0,11572,1,9,10,1378,1743568.35,4,5,0,33838.9,88.16,6,0,0,0,0,0,0,0,1,2024,1984
18131,1,8450,7,7,4,977,523348.47,0,3,0,11174,89.9,0,0,0,0,1,0,0,0,0,2017,1977
17655,0,9070,4,30,10,857,1445723.58,5,7,0,26559.75,85.88,3,0,0,0,0,0,0,0,1,2024,1979
16384,0,22064,11,26,4,1815,1416399.56,4,1,0,26424,74.63,0,0,0,0,0,0,0,0,1,2024,1982
12883,0,5740,2,2,12,674,1589324.24,4,6,0,29585,84.38,4,0,0,0,0,0,0,0,1,2024,1972
13139,0,18835,8,15,5,2566,1419936.5,3,4,0,26899.75,89.9,1,0,0,0,0,0,0,0,1,2024,1978
14357,0,27110,17,30,4,2935,1766216.05,4,4,0,30656.05,74.63,0,0,0,0,0,0,1,0,0,2024,1968
16569,0,17433,11,19,8,2183,1366149.04,6,7,0,25514.75,89.9,3,0,0,0,0,1,0,0,0,2024,1975
14344,0,12971,7,9,8,962,988049.49,0,3,0,20160.75,69.48,3,0,0,0,0,0,0,0,1,2021,1981
17869,1,7262,2,2,9,1025,1303380.35,5,4,0,26125.81,88.16,2,0,1,0,0,0,0,0,0,2024,1981
16175,0,5405,1,1,4,666,1874435.77,5,2,0,34121.65,91.2,0,0,0,0,0,0,0,0,1,2024,1984
18268,1,9884,11,12,5,1588,1349115.92,4,9,0,30822.5,89.9,3,0,0,0,0,0,0,0,1,2024,1986
17431,0,7518,3,4,6,1038,1127422.82,0,2,0,21277.05,89.9,1,0,0,0,0,0,0,0,1,2020,1978
13671,0,14224,6,13,4,1456,1359163.02,4,1,0,27030.55,74.63,0,0,0,0,0,0,0,0,1,2024,1984
16522,0,13112,5,13,7,1369,1717229.6,3,7,0,32303.75,89.9,3,0,0,0,0,0,0,0,1,2024,1984
16195,0,18180,14,29,6,2358,1860957.4,4,8,0,48136.48,88.16,1,0,0,0,0,0,0,1,0,2024,1985
13122,0,7603,2,3,10,1034,1568416.74,3,3,0,54061.25,93.8,2,0,0,0,0,0,0,0,1,2024,1982
14860,0,15642,10,21,4,1995,1100472.87,0,4,0,21603.75,89.9,0,0,0,0,1,0,0,0,0,2022,1963
13101,1,11282,5,14,4,1300,594691.58,0,6,0,12800.5,88.16,0,0,0,0,0,0,0,0,1,2018,1984
12829,0,10822,6,9,8,1567,915342.22,0,3,0,18027.33,91.2,3,0,1,0,0,0,0,0,0,2020,1981
17445,1,9795,2,2,6,1713,1084905.66,0,4,0,21974.5,92.08,1,0,0,0,0,0,0,0,1,2022,1971
18227,1,10950,5,10,8,1298,1281775.4,3,10,0,25248.5,85.88,2,0,0,0,0,0,0,0,1,2024,1985
17590,0,7085,0,3,6,850,1884827.09,1,3,0,32481,73,1,0,0,0,0,0,0,0,1,2024,1979
14654,0,14164,10,14,4,1832,1296833.59,2,6,0,25456,74.63,0,0,0,0,0,0,0,0,1,2024,1966
17853,0,10939,3,5,4,1307,926771.07,0,2,0,18572,67.425,0,0,0,0,0,0,0,0,1,2021,1981
14876,0,5751,1,2,6,871,1642138.01,4,5,0,38978.98,92.08,1,0,0,0,0,0,0,0,1,2024,1979
13602,0,14613,5,6,12,1386,1601642.21,4,5,0,30557.5,89.4,5,0,0,0,0,0,0,0,1,2024,1982
16403,0,11320,9,11,8,962,1089535.44,0,4,0,21331,69.48,2,0,0,0,0,0,0,0,1,2021,1982
17409,0,12393,6,8,4,1139,1610440.49,6,4,0,30829.6,88.16,0,0,0,0,0,0,0,0,1,2024,1986
